name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"New York City,USA",2017-03-14,-0.1,-4.6,-1.4,-4.2,-11.2,-7.9,-4,83.2,40.66,100,75,"rain,snow",8.8,11.2,65.1,38.5,144.8,1002.6,81.5,5.5,74.8,6.4,3,,2017-03-14T07:08:48,2017-03-14T19:02:01,0.52,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-03-15,-2.9,-6.2,-4.5,-8.9,-13.8,-11.6,-12.4,54.1,0,0,0,,2.9,16.5,52.6,32.4,282.4,1003.1,55.3,15.6,116.7,10.1,4,,2017-03-15T07:07:09,2017-03-15T19:03:06,0.54,Partially cloudy,Partly cloudy throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-03-16,4.2,-4,-0.2,-0.1,-10.9,-5.2,-12,41.7,0,0,0,,0.1,15.6,53.5,33.5,285,1014.1,19.9,16,187,16,7,,2017-03-16T07:05:31,2017-03-16T19:04:11,0.57,Clear,Clear conditions throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-03-17,8.2,-0.8,3.1,6,-5.3,-0.4,-10,39.5,0,0,0,,0,12.1,40.7,19.4,271.5,1022.6,14.5,16,253,21.8,8,,2017-03-17T07:03:52,2017-03-17T19:05:15,0.61,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-03-18,4,1.4,2.2,3.3,-3.8,-1.2,-3.9,66.1,1.59,100,20.83,"rain,snow",0,9.2,39.1,24.2,86.8,1022.2,66.9,14,128.8,11.1,4,,2017-03-18T07:02:13,2017-03-18T19:06:19,0.65,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-03-19,8.5,1.4,4.5,5.3,-3.4,0.9,-5.6,50.9,0,0,0,,0,7.6,43.5,23.9,84.5,1021.1,32.8,16,241.7,20.9,8,,2017-03-19T07:00:33,2017-03-19T19:07:24,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-03-20,10.8,1.3,6.1,10.8,-2.9,4,-9,34.3,0,0,0,,2.3,4.9,37.1,22.6,309,1018.6,33.1,16,236.2,20.3,8,,2017-03-20T06:58:54,2017-03-20T19:08:27,0.75,Partially cloudy,Becoming cloudy in the afternoon.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-03-21,15,6.4,10.1,15,4.8,9.5,-3.5,38.5,0,0,0,,2.7,4.4,33.5,17.4,299.8,1012.4,68.1,16,226,19.4,8,,2017-03-21T06:57:15,2017-03-21T19:09:31,0.79,Partially cloudy,Partly cloudy throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-03-22,10.8,-3.4,2.8,10.8,-9.9,-2.1,-13.2,30.6,0,0,0,,1.9,2.7,59.9,36.9,302.1,1019.5,14.1,16,264.3,22.9,9,,2017-03-22T06:55:35,2017-03-22T19:10:35,0.84,Clear,Clear conditions throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-03-23,6.1,-4.6,0.3,4.9,-9.9,-3.2,-16.6,29.4,0,0,0,,0,0.3,46.4,26.4,287.3,1033.8,3.8,16,265,22.9,9,,2017-03-23T06:53:56,2017-03-23T19:11:38,0.89,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-03-24,13.7,2.5,7.4,13.7,-1,5.7,-4,44.4,0,0,0,,0,0,47,26.4,212.3,1027.2,54.4,16,222.8,19.1,7,,2017-03-24T06:52:16,2017-03-24T19:12:42,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-03-25,15.3,6.8,11.5,15.3,4,11,3.2,57.9,0.22,100,12.5,rain,0,0,33.5,18.7,136.5,1022.1,50.7,15.7,74.8,6.5,3,,2017-03-25T06:50:37,2017-03-25T19:13:45,0.96,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-03-26,6.4,3.3,4.6,3.5,-1.4,1.2,1.2,78.8,2.96,100,12.5,rain,0,0,37.1,23.4,67.3,1029.8,89.2,14,57.4,4.8,2,,2017-03-26T06:48:58,2017-03-26T19:14:48,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-03-27,10.8,3.5,6.7,10.8,-0.2,5.1,5.1,90,6.21,100,33.33,rain,0,0,,17.4,79.3,1019.1,85.2,7.5,109.9,9.4,4,,2017-03-27T06:47:18,2017-03-27T19:15:52,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-03-28,8.1,5.1,6.4,6.8,1.5,4,5.3,93.2,18.33,100,66.67,rain,0,0,,18.9,54.2,1013.8,92.4,6.9,91.2,8,5,,2017-03-28T06:45:39,2017-03-28T19:16:55,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-03-29,14.5,6.7,9.8,14.5,3.1,8.4,1.1,59.5,0,0,0,,0,0,51.8,30.4,257,1017.6,50.1,15.4,269.1,23.4,9,,2017-03-29T06:44:00,2017-03-29T19:17:58,0.01,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-03-30,10.7,3.5,6.8,10.7,1.1,4.6,-4.4,45.4,0.18,100,4.17,rain,0,0,38.9,19.3,126.5,1022.6,42.7,16,257.5,22.3,9,,2017-03-30T06:42:21,2017-03-30T19:19:01,0.04,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-03-31,7.3,3.7,4.6,7.3,-2.1,1.4,2.7,88.1,41.24,100,95.83,rain,0,0,51,34.6,95.5,1015,91.3,7.1,33.8,2.8,1,,2017-03-31T06:40:43,2017-03-31T19:20:04,0.08,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-01,8.2,3,5.6,7,-3.1,1.8,1.5,76.3,0.94,100,20.83,rain,0,0,61.3,41.3,147.7,1009.5,92.5,13.3,177.3,15.2,7,,2017-04-01T06:39:04,2017-04-01T19:21:07,0.12,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-02,16.9,5.3,11,16.9,2,9.8,-1.4,45.7,0,0,0,,0,0,51.8,20.6,314.8,1018.4,33.1,16,275.3,23.8,9,,2017-04-02T06:37:26,2017-04-02T19:22:09,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-03,16.8,9.4,12.6,16.8,9.1,12.6,0.1,42.9,0,0,0,,0,0,37.2,19.2,160.7,1017.4,37.5,16,165.6,14.3,7,,2017-04-03T06:35:49,2017-04-03T19:23:12,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-04,11,8.2,9.4,11,5.3,7.8,7.8,89.8,30.41,100,58.33,rain,0,0,47.9,21,76.8,1004.3,94.2,9.4,134.3,11.4,5,,2017-04-04T06:34:11,2017-04-04T19:24:15,0.29,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-05,16.9,7.6,10.7,16.9,6,10.2,6.3,76.5,0,0,0,,0,0,29.5,17.8,85.5,1011.9,65,10.7,272,23.4,9,,2017-04-05T06:32:34,2017-04-05T19:25:18,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-06,10.9,5.5,7.4,10.9,1,4.7,5.3,87.4,17.97,100,54.17,rain,0,0,51.1,34.2,105.6,1002.2,81.5,10.7,59.1,5.1,2,,2017-04-06T06:30:57,2017-04-06T19:26:21,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-07,10.8,5.4,8.3,10.8,0.7,5.4,1,60.8,0,0,0,,0,0,53.9,29.7,259.3,995.4,65.6,16,169,14.6,5,,2017-04-07T06:29:21,2017-04-07T19:27:23,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-08,13.6,4.8,8.7,13.6,0.7,6.7,-5.4,38.3,0,0,0,,0,0,52.7,32.7,301.8,1009.1,41,16,290.4,25.2,9,,2017-04-08T06:27:45,2017-04-08T19:28:26,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-09,19,7.1,12.3,19,5.9,11.8,-3.7,33.6,0,0,0,,0,0,38.9,17.6,242.4,1019.8,15.8,16,291.2,25,9,,2017-04-09T06:26:10,2017-04-09T19:29:29,0.48,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-10,23.7,11.6,17.8,23.7,11.6,17.8,3.2,38.1,0,0,0,,0,0,40.7,17.6,205.7,1020.8,32,16,270.2,23.3,9,,2017-04-10T06:24:35,2017-04-10T19:30:32,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-11,26.2,15.9,20.4,26.2,15.9,20.4,8.8,48.2,0,0,0,,0,0,37.1,17.6,176.6,1019.3,27.6,16,279.9,24,9,,2017-04-11T06:23:01,2017-04-11T19:31:35,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-12,23.8,14.2,18.8,23.8,14.2,18.8,9.8,58.4,0.69,100,12.5,rain,0,0,42.5,16.8,153,1020.3,35.4,15.6,152.9,13.2,6,,2017-04-12T06:21:27,2017-04-12T19:32:37,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-13,18,9.6,13.7,18,6.7,13.3,-0.7,38.8,0,0,0,,0,0,50,24.3,303.3,1026.7,23.3,16,268.9,23.2,9,,2017-04-13T06:19:54,2017-04-13T19:33:40,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-14,18,9.4,13.3,18,8.2,13.2,-2.2,34.7,0,0,0,,0,0,29.5,19.2,121,1028.4,28.7,16,273.9,23.7,9,,2017-04-14T06:18:22,2017-04-14T19:34:43,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-15,18.1,10.6,14.2,18.1,10.6,14.2,4.5,53,0,0,0,,0,0,38.9,18.1,206.1,1025.9,47.6,16,188.6,16.4,5,,2017-04-15T06:16:50,2017-04-15T19:35:46,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-16,30,15.8,22.4,28.7,15.8,22.1,12.6,58.5,0.21,100,4.17,rain,0,0,74.6,30.8,249.6,1013.1,36.4,15.6,253.8,21.7,8,,2017-04-16T06:15:19,2017-04-16T19:36:49,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-17,23,16.8,20.1,23,16.8,20.1,5.7,43.5,0,0,0,,0,0,46.4,30,306.4,1014.2,32.6,16,194.7,16.8,5,,2017-04-17T06:13:49,2017-04-17T19:37:52,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-18,18.1,9.7,13.3,18.1,7.4,13.3,1,44.3,0,0,0,,0,0,49.1,24.1,161,1027.2,14.7,16,305.5,26.3,9,,2017-04-18T06:12:19,2017-04-18T19:38:55,0.71,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-19,11.3,7.5,9.2,11.3,5,7.6,4,70,0,0,0,,0,0,38.9,25.6,133.8,1030.6,80.5,16,238.3,20.5,8,,2017-04-19T06:10:50,2017-04-19T19:39:58,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-20,18.3,10.1,13.3,18.3,10.1,13.3,9.1,76.9,4.25,100,16.67,rain,0,0,33.5,18.5,76.1,1019.2,82.9,13,180.1,15.4,6,,2017-04-20T06:09:22,2017-04-20T19:41:00,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-21,12.7,9,10.4,12.7,6.5,9.7,8.7,89.6,4.7,100,20.83,rain,0,0,33.5,18.2,68.8,1014.2,95.5,11.7,118.8,10.3,4,,2017-04-21T06:07:55,2017-04-21T19:42:03,0.86,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-22,13.3,9.1,11.4,13.3,6.8,11.1,8.5,83,2.38,100,29.17,rain,0,0,39.6,15.6,139.2,1013.6,87.9,13.6,129.2,11.2,5,,2017-04-22T06:06:29,2017-04-22T19:43:06,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-23,18,8.1,12.2,18,6.2,11.7,3,54.9,0,0,0,,0,0,,15.8,154.2,1018.7,24.2,16,268.5,23.2,8,,2017-04-23T06:05:04,2017-04-23T19:44:09,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-24,15,8.8,12.3,15,8.8,12.3,5.8,65.2,0,0,0,,0,0,,14.7,99,1020.6,56.2,15.8,153.4,13.3,6,,2017-04-24T06:03:39,2017-04-24T19:45:12,0.98,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-25,12.7,9.7,11.1,12.7,7,11,9.6,90.6,19.87,100,54.17,rain,0,0,57.6,33.5,64,1016.7,93.6,11.7,120.3,10.3,5,,2017-04-25T06:02:16,2017-04-25T19:46:15,1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-26,15.4,11.2,13.6,15.4,11.2,13.6,12.7,93.9,7.69,100,45.83,rain,0,0,39.3,22.1,57.9,1008.5,98.3,9.1,154.2,13.4,4,,2017-04-26T06:00:54,2017-04-26T19:47:17,1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-27,20,13.9,16.4,20,13.9,16.4,14.2,87.7,0.07,100,4.17,rain,0,0,35.3,17.4,155.6,1011.8,87.1,6.8,267.7,23.1,9,,2017-04-27T05:59:32,2017-04-27T19:48:20,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,72502014734,KLGA,KNYC,72503014732"
"New York City,USA",2017-04-28,28.5,13.9,20.9,27.6,13.9,20.7,12.1,64.5,0,0,0,,0,0,40.7,22.2,175,1014.3,49.4,9.2,299.3,25.9,9,,2017-04-28T05:58:12,2017-04-28T19:49:23,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-29,29.4,18.4,24.2,29.3,18.4,24.2,15,58.9,1.87,100,8.33,rain,0,0,52.2,25.3,249,1015.8,33.6,15.2,239.8,20.7,9,,2017-04-29T05:56:53,2017-04-29T19:50:25,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-04-30,21.1,12,15.7,21.1,12,15.7,5.5,51.1,0,0,0,,0,0,31.7,20,126.9,1022.4,87.7,16,281.6,24.5,9,,2017-04-30T05:55:35,2017-04-30T19:51:28,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-01,21.8,9.6,15,21.8,8.1,14.8,11.3,79.6,0,0,0,,0,0,40.7,18.2,79.5,1013.3,67.7,10.6,265.7,22.9,8,,2017-05-01T05:54:18,2017-05-01T19:52:30,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-02,23.8,18.3,21,23.8,18.3,21,10.4,55.2,0,0,0,,0,0,62.1,31.6,244,1002.8,59.7,15.4,319.7,27.7,9,,2017-05-02T05:53:03,2017-05-02T19:53:32,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-03,18.5,13.2,16.2,18.5,13.2,16.2,1.3,36.8,0,0,0,,0,0,51.7,33.5,298.1,1012.9,53.6,16,272,23.5,8,,2017-05-03T05:51:49,2017-05-03T19:54:34,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-04,17,9,12.8,17,7.4,12.6,1,46.1,0,0,0,,0,0,35.3,18.9,115.3,1023.3,20.4,16,265.1,23,9,,2017-05-04T05:50:35,2017-05-04T19:55:36,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-05,15.5,11.2,13,15.5,11.2,13,11,88.2,73.64,100,45.83,rain,0,0,51.8,28.2,81.8,1008.5,83.5,9.8,62.5,5.3,2,,2017-05-05T05:49:24,2017-05-05T19:56:37,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-06,18.5,12.7,15.6,18.5,12.7,15.6,12.3,81.6,2.6,100,20.83,rain,0,0,55.4,33.1,169.9,996.1,72.6,10.7,225.5,19.4,8,,2017-05-06T05:48:13,2017-05-06T19:57:38,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-07,12.5,9.8,11.3,12.5,7.6,11.1,5,65.4,0.18,100,4.17,rain,0,0,45.2,26.7,256.7,1003.5,67.9,15.6,242.2,20.9,8,,2017-05-07T05:47:04,2017-05-07T19:58:40,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-08,14.3,7.5,11,14.3,4.6,10.1,-0.2,48,0,0,0,,0,0,53.4,27.8,265.3,1011.1,59.9,16,302.6,26.1,9,,2017-05-08T05:45:56,2017-05-08T19:59:40,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-09,16.2,8.5,12.1,16.2,6.1,11.6,1.5,49.8,0,0,0,,0,0,33.5,17,99.2,1014.2,49.8,16,311.6,26.9,10,,2017-05-09T05:44:50,2017-05-09T20:00:41,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-10,18.9,10.1,13.5,18.9,10.1,13.5,3.5,52.1,0,0,0,,0,0,33.5,12,90.2,1016.1,51.1,16,255.7,22,9,,2017-05-10T05:43:45,2017-05-10T20:01:41,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-11,16.3,9.5,12.8,16.3,8.2,12.7,2.9,52,0,0,0,,0,0,25.9,14.3,103.6,1015.8,33,16,172.8,14.9,5,,2017-05-11T05:42:42,2017-05-11T20:02:41,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-12,16.7,9.2,12.6,16.7,9.2,12.6,5.7,63.7,0,0,0,,0,0,33.9,17,98.2,1017.3,34.6,16,243.2,20.8,8,,2017-05-12T05:41:40,2017-05-12T20:03:40,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-13,12,7.5,10.1,12,4.2,9.1,8,87.8,39.16,100,83.33,rain,0,0,55.4,27.1,69,1012.1,90.3,8.9,87.5,7.5,3,,2017-05-13T05:40:40,2017-05-13T20:04:39,0.53,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-14,18.7,7.9,13.2,18.7,4.7,12.4,6.7,67.3,1.93,100,20.83,rain,0,0,59.2,22.7,279.2,1004.3,60.3,15.7,266.7,23.1,9,,2017-05-14T05:39:41,2017-05-14T20:05:38,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-15,20,12.1,15.9,20,12.1,15.9,5.5,51.2,0,0,0,,0,0,59.5,30.7,305.7,1006.7,46.3,16,323.9,28.2,10,,2017-05-15T05:38:44,2017-05-15T20:06:36,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-16,26.2,14.1,20.1,26.2,14.1,20.1,7,44.5,0,0,0,,0,0,37.1,16.7,296.6,1014.8,19.6,16,300.2,26,10,,2017-05-16T05:37:49,2017-05-16T20:07:33,0.63,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-17,32.8,18.2,25.7,32.5,18.2,25.7,13,46,0,0,0,,0,0,40.7,18.3,215.4,1014.4,17.8,16,332.5,28.8,9,,2017-05-17T05:36:55,2017-05-17T20:08:30,0.68,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-18,33.9,24.4,29.2,33.8,24.4,29.4,16.9,49.2,0,0,0,,0,0,42.9,31.1,224.1,1012.1,28.3,16,300.1,25.9,9,,2017-05-18T05:36:03,2017-05-18T20:09:26,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-19,33,23.4,28.6,33.1,23.4,28.8,16.6,49.6,0,0,0,,0,0,43.4,28.8,238.4,1011.6,24,16,267.4,23.2,8,,2017-05-19T05:35:12,2017-05-19T20:10:22,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-20,20.6,13.9,16.5,20.6,13.9,16.5,6.7,52.7,0.25,100,4.17,rain,0,0,37.1,23.3,94,1023.7,54.5,16,184.2,16,5,,2017-05-20T05:34:23,2017-05-20T20:11:17,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-21,19.6,12.2,15.6,19.6,12.2,15.6,3.7,47.7,0,0,0,,0,0,33.9,20.2,167.8,1026.9,29.3,16,304,26.2,9,,2017-05-21T05:33:37,2017-05-21T20:12:12,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-22,16,12.5,14.3,16,12.5,14.3,12.3,88.2,14.86,100,54.17,rain,0,0,,13.3,144,1018.9,92,9.7,124.1,10.6,4,,2017-05-22T05:32:51,2017-05-22T20:13:05,0.93,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-23,20.4,14.1,17.2,20.4,14.1,17.2,10.5,67,0,0,0,,0,0,,13.1,114.3,1012.6,43.5,15.3,233.8,20.3,9,,2017-05-23T05:32:08,2017-05-23T20:13:58,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-24,19.6,13.7,16.8,19.6,13.7,16.8,10.6,67.6,0.96,100,8.33,rain,0,0,37.1,19.9,84.3,1007.8,65.9,15.8,222.2,19.3,7,,2017-05-24T05:31:26,2017-05-24T20:14:50,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2017-05-25,15.1,13.5,14,15.1,13.5,14,12.8,92.6,13.27,100,70.83,rain,0,0,44.6,26,68.7,1003.5,90,7.8,117.8,10.2,5,,2017-05-25T05:30:47,2017-05-25T20:15:41,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
